Blood Bank Name,Address,City,State,Contact ,Helpline
Government Head Quarters Hospital Blood Bank,"Government Hospital, Railway Station Road, Achamangalam, Tirupattur",Tirupattur,Tamil Nadu,04179 220080,1
Government Hospital Blood Bank,"Government Hospital, Vaniyambadi",Vaniyambadi,Tamil Nadu,04174 225700,1
CMC Hospital Blood Bank,"IDA Scudder Road, Vellore, Tamil Nadu ",Vellore,Tamil Nadu,"0416 2222102,0416 2282010",1
Masonic Blood Bank,"W/BRO V Surendranath Reddy Memorial Trust ,No. 5/2 New Katpadi Road, Opposite to Hotal River view, Vellore",Vellore,Tamil Nadu,"0416 2220717, 0416 2223024",1
Sri Narayani Hospital and Research Centre Blood Bank,"Sripuram, Thirumalaikodi, Vellore, Tamil Nadu ",Vellore,Tamil Nadu,"0416 2206300,0416 2271202, 0416 2271844, 0416 2271584",1
Government Head Quarters Hospital Blood Bank,"Government Head Quarters Hospital, Walaja",Walajapet,Tamil Nadu,04172 232538,1
Government Head Quarters Hospital Blood Bank,"Government Hospital, Kachirapalayam Road, Kallakurichi",Kallakurichi,Tamil Nadu,04151 222527,1
Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research Blood Bank,"A unit of Adiparasuthi Charitable Medical Eductional Cultural Trust, Melmaruvathur, Kancheepuram",Melmaruvathur,Tamil Nadu,"044 27528302, 044 27528303, 044 27528304",1
Government Hospital Blood Bank,"Government Hospital, Hospital Road, Dindivanam
",Tindivanam,Tamil Nadu,04147 222250,1
St Joseph Hospital Blood Bank,"Police line, Jayapuram, Tindivanam 
",Tindivanam,Tamil Nadu,04147 226363,1
Government Hospital Blood Bank,"Government Hospital, Ulundurpettai",Ulundupettai,Tamil Nadu,04149 222201,1
Balaji KMR Charitable Trust Blood Bank,"27/B5, Trichy Trunk Road",Villupuram,Tamil Nadu,04142 51666,1
Government Villupuram Medical College and Hospital Blood Bank,"Government  Villupuram Medical College and Hospital, Mundiyambakkam, Villupuram",Villupuram,Tamil Nadu,04146 232101,1
GN Blood Bank," Run by GG Educational and Charitable Trust, 7-C, Chairman Chidambaram Street, Villupuram",Villupuram,Tamil Nadu,04146 225545,1
Government Hospital Blood Bank,"Pandalkudi Road, Near Vellai Kottai, Aruppukottai
",Aruppukottai,Tamil Nadu,04566 220264,1
Government Hospital Blood Bank,Government Hospital,Rajapalayam,Tamil Nadu,04563 221301,1
Sai Blood Bank and Clinical Laboratory,"No, 114 Chidambaranar Street, Sankaran Koil Road",Rajapalayam,Tamil Nadu,"04563 230516, 04563 221516",1
Sri PAC Ramasamy Raja Rotary Blood Bank (Run by Rajapalayam rotary),"Old No :1069, New No : 170, Madurai to Tenkasi Road",Rajapalayam,Tamil Nadu,04563 226625,1
Government Hospital Blood Bank,"Government Hospital, Parasakthi colony, Near Sivakasi railway station, Shield Road",Sivakasi,Tamil Nadu,04562 220301,1
Sri Annai Blood Bank,"Run by Nestle Foundation Trust, S.No. 49/8B 49/8C ward E Block No. 6., Door No. 56 J2 Chairman A. Shanmuga Nadar Road",Sivakasi,Tamil Nadu,04562 222956,1
Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust Blood Bank,"No, 38 North Car Street",Virudhunagar,Tamil Nadu,"04562 243060, 04562 245607, 04562 244282",1
Government Head Quarters Hospital Blood Bank,"Government Head Quarters Hospital, Ramamoorthy Road, Virudhunagar",Virudhunagar,Tamil Nadu,04562 244425,1
Rajiv Gandhi Institute of Medical Sciences Blood Bank,"Teachers Colony, Near State Bank of Hyderabad, Ground Floor, IP Block, Govt. District Head Quarters Hopsital Premises",Adilabad,Telangana,8732224108,1
Sri Lakshmi Blood bank,"D.No.4-5-29/5, Sri Sai Maternity Hospital, Near Rly. Gate, Bhokthapur",Adilabad,Telangana,8732230777,1
Indian Red Cross Society Blood Bank," Ground Floor, Area Hospital, I.B Chaurastha",Mancherial,Telangana,"08736259259, 08736252259",1
Singareni Collieries Co. Ltd Blood bank,"Sector-1, Area Hospital, Ramakrishnapur, Mandamarri (M), Bellampalli",Mandamarri,Telangana,08736-228677 ext No -328,1
Indian Red Cross Society Blood Bank,"Area Hospital, Gajulpet Road
near A1 Function Hall",Nirmal,Telangana,9440387455,1
The Singareni Collieries Co. Ltd,"Area Hospital Blood Bank, Ramakrishnapuram",R.K puram,Telangana,08736 228677,1
Prime Hospital Blood Bank,"Plot No.4, Behind Mythrivanam Building, Ameerpet",Ameerpet,Telangana,040 44569973,1
Image Hospital Blood Bank ,"A Division of Image Healthcare Limited,1st Floor, Image House, 8-3-903/F/12&1, Ameerpet",Ameerpet,Telangana,040 23755555,1
Challa Hospital Blood Bank (A Multi Speciality Hospital),"D.No. 7-1-71/A/1, 1st Floor, Dharam Karam Road, Ameerpet",Ameerpet,Telangana,040 23731215,1
Aarohi Blood Bank,"No.6-3-182/1 to 3, 3rd Floor, 
Lake View Palace, 
Road No.1, Banjara Hills
",Banjara Hills,Telangana,"040 23384212	",1
Institute of Transfusion Medicine and Research,"Road.No.1, Banjara Hills",Banjara Hills,Telangana,040 23328956,1
NTR Trust Blood Bank,"D.No. 8-2-269/H/191/A/1, NTR Trust Bhavan, Road No. 2, Banjara Hills
",Banjara Hills,Telangana,040 30799999,1
Care Hospital Blood Bank,"1st Floor, Road No.1, Banjara Hills",Banjara Hills,Telangana,040 30418296,1
 Star Hospitals Blood Bank," A unit of Unimed Healthcare Private Limited, 6th floor,8-2-596/ Road No : 10, Banjara Hills",Banjara Hills,Telangana,040 44777777 EXT: 603,1
Basavatarakam Indo-American Cancer Hospital and Research Institute Blood Bank,"Block.No. III, Cellar Portion,Road No.14, Banjara Hills",Banjara Hills,Telangana,040 23551235,1
Mythri Charitable Trust Blood Bank and Transfusion Centre,"3-4-808 1st Floor, Barkatpura, Bs C C Shroff Hospital, Barkatpura, Hyderabad, Telangana
",Barkatpura,Telangana,"040 27550238, 040 66822271",1
Sanjeevini Blood Bank,"Sanjeevini Non-Governmental Organisation, Niveditha Orthopaedic Center, H.No.1-1-79/A, RTC Cross Road, Bhagyanagar, Hyderabad",Bhagyanagar,Telangana,"040 27667500, 040 65522343",1
Sai Vani Super Speciality Hospital Blood Bank ,"A Unit of Viswa Health Institute Private Limited, D.No.1-2-365/36/6&7, 6th Floor, Ramakrishna Math Road, Domalguda, Hyderabad",Domalguda,Telangana,,1
The Military Hospital Blood Bank,"Military Hospital Premises, Golconda",Golconda,Telangana,040 27792580,1
Rudhira Voluntary Blood Bank," H.No.3-6-10/A,1st floor, Anasuya Commercial Complex, Liberty Road, Himayathnagar",Himayathnagar,Telangana,040 23220222,1
Satya Nursing Home Blood Bank,"D.No. 3-6-426, First Floor, Street No. 4, Himayatnagar, Hyderabad, Hyderabad District, Telangana
",Himayatnagar,Telangana,040 66753026,1
Nizams Institute of Medical Sciences Blood Bank,"Accident and Emergency Block, 2nd Floor, Road.No.1, Banjara Hills",Hyderabad,Telangana,040 23489722,1
The Osmania General Hospital Blood Bank," Osmania General Hospital Premises, Hyderabad",Hyderabad,Telangana,040 24600146,1
MNJ  Institute of Oncology and Regional Cancer Centre Blood Bank,"Ground Floor, Lakdikapool, Red Hills
",Hyderabad,Telangana,"040 23397000, 040 23318424",1
General Chest Hospital,"Blood Bank Medical Officer,  Blood Bank, General and Chest Hospital, Irrumnuma, Hyderabad",Hyderabad,Telangana,040-23814939,1
Lions Club of Hyderabad(East) Bhanji Kheraj Blood Bank,"Feroz Gandhi Park,  Bank Street, Koti, Hyderabad",Hyderabad,Telangana,040 24745243,1
Blood Bank Thelasemia and Sickle Cell,"Blood Bank Medical Officer, Blood Bank Thelasemia and Sick Cell, Hyderabad",Hyderabad,Telangana,,1
Andhra Mahila Sabha Durgabhai Deshmukh Hospital & Blood Bank,"Osmania University Road, Ram Nagar Gundu, Adikmet, Hyderabad, Telangana 
",Hyderabad,Telangana,"040 27656969, 040 27681158",1
Share Medical Care (Mediciti Hospital) Blood Bank,"D.No. 5-9-22/B/103, Flat No.103, First Floor, My Home Sarovar Complex, Secretariat Road",Hyderabad,Telangana,040 23231111,1
Mahavir Hospital and Research Centre Blood Bank,"D.No. 10-1-1, Ground Floor, Bhagwan Mahavir Marg, A.C. Guards, Masab Tank",Hyderabad,Telangana,040 23497377,1
Aditya Hospital Blood Bank,"4-3-154/3, Beside Pragati College, Hanuman Tekdi, Abids, Hyderabad.
",Hyderabad,Telangana,040 24763565,1
Himabindhu Multispeciality Hospital Blood Bank,"H.No. 17-1-383/1/1, 1st Floor, Vinay Nagar, Sagar Road, Santhosh Nagar",Hyderabad,Telangana,040 64558828  ,1
Genetic Products Charitable Association Blood Bank,"D.No. 6-3-663/915, G-Block, Ground Floor, Kanthi Shikara Complex, Punjagutta",Hyderabad,Telangana,"040 23411658, 040 23403882",1
Thalassemia and Sickle Cell Society Vuppala Venkaiah Memorial Blood Bank,"D.No.22-8-496 to 501, 1st and 2nd floor, Chatta Bazar X Road, Near City Civil Courts, Purana Haveli, Hyderabad
",Hyderabad,Telangana,040 24403783,1
NEW LIFE EDUCATIONAL SOCIETY BLOOD BANK ,"22-1-1038,1st FLOOR,ABID ALI KHAN LIONS EYE HOSPITAL,DARULSHIFA, Hyderabad, TELANGANA",HYDERABAD,Telangana,"040 24575757, 040 64558864",1
Apollo Hospital Blood Bank,"Apollo hospital, Ground floor, Jubilee hills, Hyderabad
",Hyderabad,Telangana,"040 23607777, Ext: 2604",1
Employees State Insurance Corporation Medical College Hospital Blood Bank,"Second Floor, Radiology Block, Sanath nagar, Hyderabad",Hyderabad,Telangana,040 67872049,1
Venus Hospital Blood Bank,"H.No.16-2-661/EFGH, Judges Colony, Malakpet, Hyderabad",Hyderabad,Telangana,040 24650776,1
Yashoda Super Speciality Hospitals Blood Bank,"D.No. 6-3-903/A/4/F-3, 2nd floor, Shirdi Apartments,
Somajiguda",Hyderabad,Telangana,040 23319999,1
Apollo Hospital Enterprises Ltd,"D.No.3/5/836 to 838, main road, hyderguda, hyderabad.
",Hyderguda,Telangana,040 23231380,1
Lions Club Matadin Goel Blood Bank,"Blood Bank Medical Officer,  Lions Club Matadin Goel Blood Bank, Himayatnagar, Hyderabad,",Hymayathnagar,Telangana,040 23226624,1
Chiranjeevi Blood Bank,"Road No.1, Jubliee Hills checkpost",Jublee Hills,Telangana,"040 23555005, 040 23554849",1
Owaisi Medical and Research Centre," Nawab Lutfud Dowli Palace,  Kanchanbagh, Zafargadh,Santoshnagar,Hyderabad
",Kanchanbagh,Telangana,"040 64638871, 040 24343129, 040 24323723",1
"Apollo Hospital Enterprises Ltd, Apollo DRDO Hospital Blood Bank","D.No.18-14, Ground Floor, DMRL X Roads, Kanchanbagh, Hyderabad",Kanchanbagh,Telangana,040 24342222,1
Kamineni Health Services Pvt.Ltd. Blood Bank,"D.No. 4-1-1227, Cellar Portion, Boggulakunta, Kingkoti, Hyderguda, Hyderabad District, Telangana
",Kingkoti,Telangana,"040 66924030, 040 66924444",1
The Government  Maternity Hospital,"Blood bank,  Sultan Bazar, Koti, Hyderabad",Koti,Telangana,040 23305967,1
Global Hospital Blood Bank,"D.No.6-1-1070/1 to 4, Lakdikapool",Lakdikapool,Telangana,"040 23244444, 040 30644444",1
Sri Balaji Blood Bank (A Unit of Sri Balaji Educational Society),"Cellar Portion, 16-8-923, Nalgonda X Road, Malakpet, Hyderabad",Malakpet,Telangana,040 64522466,1
Vivekananda Environmental International Society Social Service Blood Bank,"12-2-790/53/1, Ground and First Floor, Ayodhyanagar, Mehdipatnam",Mehdipatnam,Telangana,040 64606048,1
Premier Hospital Blood Bank,"12-2-718, Nanal Nagar X Roads, Mehdipatnam, Hyderabad",Mehdipatnam,Telangana,040 23774469,1
Jaya Diagnostic Research Centre Medwin Hospital Blood Bank,"6th Floor, 100, Raghava Ratna Towers, D.No. 5-8-316 to 322, Chiragali Lane, Nampally",Nampally,Telangana,040 66516502,1
Care Hospital Blood Bank (A Unit of Quality Care India Limited),"Third Floor, 5-4-199, 3rd Floor, J.N. Road, Nampally",Nampally,Telangana,040 30417445,1
Institute of Preventive Medicine,"Public Health Laboratories and Food (Health) Administration, Narayanaguda, Hyderabad",Narayana guda,Telangana,040 27557733,1
M G M H BLOOD BANK (Government Modern Maternity Hospital),"Government Modern Maternity Hospital, Opp City College, Petlaburz, Hyderabad
",Petlaburj,Telangana,040 24523641,1
Rakshita Voluntary Blood Bank," H.No.5-1-931, First Floor, Jambagh, Putlibowli",Putlibowli,Telangana,040 65263309,1
The Govt. Niloufer Hospital Blood Bank,"Premises of Government Niloufer Hospital, Red Hills, Nampally
",Red Hills,Telangana,"040 23314075, Ext : 287",1
"Health, Agriculture, Rural Development Society (HARD)  Blood Bank","No.11-5-263/3, Red Hills, Hyderabad",Red Hills,Telangana,"040 23300859, 040 23300959",1
The ESI Hospital Blood Bank," ESI Hospital premises, Ground Floor, Sanathnagar",Sanathnagar,Telangana,"040 23701232, 040 23701233",1
St. Theresa&#39;s Hospital Blood Bank,"Erragadda, Sanath Nagar, Hyderabad",Sanathnagar,Telangana,"040 23802255, 040 23812288",1
Gandhi Hospital Blood Bank,"1st Floor, A block, Musheerabad, Secunderabad, Telangana
",Secunderabad,Telangana,040 27505566,1
Lions Club of Secunderabad Twin Cities,"2nd Floor, Varalaxmi Complex, Opposite Stay Inn Hotel, James Street, M.G.Road, Secunderabad",Secunderabad,Telangana,040 32411317,1
Yashoda Hospital (A Unit of Datta Chandra Hospital Pvt. Ltd.)  Blood Bank," 1-1-156/157, 9th Floor, Alexander Road, Secunderabad, Telangana
",Secunderabad,Telangana,"040 23319999, 040 24555555, 040 27713333",1
South Central Railway Hospital,"Lalaguda, Secunderabad",Secunderabad,Telangana,040 27789173,1
Andrha Pradesh State Road Transport Corporation Hospital Blood Bank,"Ground Floor, Room.No. 18&19, APSRTC Hospital Pemises, Tarnaka, Secunderabad",Secunderabad,Telangana,"040 27018691, 040 27003695",1
Vivekananda Environmental International Society Social Service Blood Bank,"H.No.9-1-127/D/1, Opposite St.Mary&#39;s Church, S.D.Road, Secunderabad",Secunderabad,Telangana,040 64505032,1
Janani Voluntary Blood Bank (A Unit of Janani Organization)," D.No.9-1-66/3, 2nd Floor, Lane Opposite Oriental Bank, S.D.Road, Secunderabad",Secunderabad,Telangana,040 65603222,1
Military Hospital Blood Bank,"Military Hospital premises Trimulgherry, Secunderabad",Secunderabad,Telangana,040 27886559,1
Krishna Institute of Medical Sciences Blood Bank,"D.No.1-8-31/1, Block-III, 2nd Floor, Minister Road, Secretariat, Secunderabad
",Secunderabad,Telangana,"040 44186253 , 040 44186255",1
Jeevadhara Voluntary Blood Bank (A Unit of Jeevadhaara Society),"H.No.9-4-269 to 275, Saluja Hospital, Second Floor, Rezimental Bazar, Secunderabad",Secunderabad,Telangana,"040 65996696, 040 27707088",1
Sunshine Hospital Blood Bank,"No.1-7-201- to 205, II Floor, P.G.Road, Behind Paradise  Hotel,  Secunderabad",Secunderabad,Telangana,"040 64643345, 040 43444546",1
Sri Devi Charitable Trust Blood Bank,"D. No.: 12-13-197, Flat No. 106 & 107, Opposite HUDA Complex, Tarnaka, Secunderabad",Secunderabad,Telangana,040 27016016,1
Princess Esra Hospital Blood Bank,"Second Floor, 23-2-665, Shah Ali Banda",Shah Ali Banda,Telangana,040 65875989,1
Asian Institute of Gastroentrology Blood Bank,"6-3-661, Somajiguda, Hyderabad",Somajiguda,Telangana,040 23378888,1
RTC Hospital,"RTC Hospital Blood Bank, Tarnaka, Hyderabad",Tarnaka,Telangana,040-27018691,1
Indian Red Cross Society Blood Bank,"1-9-310, Street No:14, Opposite Achyutha Reddy Complex,  Vidya Nagar Hyderabad
",Vidhyanagar,Telangana,040 27633087,1
Chalmeda Ananda Rao Institute of Medical Sciences Blood Bank,"Block C, Ground Floor, Bommakal (V), Karimnagar",Bommakal,Telangana,"0878 2285565, 0878 2285318",1
Singareni Collieries Co.Ltd Blood Bank,"Area Hospital Blood Bank, Ram Mandir, Godavarikhani",Godavarikhani,Telangana,08728-244362,1
Nelavelly Blood Bank,"(A Unit Of Nelavelly Laxma Rao Social Service Charitable Trust)
Door No:7-1-236, Santoshnagar, Opposite SKNR Women Degree College",Jagtial,Telangana,8724230333,1
"Indian Red Cross Society Jagityal, Blood Bank","District Headquarters Hospital JAGTIAL 
First Floor, Old Bus Stand",JAGTIAL,Telangana,9441290111,1
Government District Head Quarters Hospital Blood Bank,"Savaran Street, Manchiryal Chowrastha",Karimnagar,Telangana,"0878 2240223, 0878 2240337",1
Indian Red Cross Society Blood Bank,"D.No.4-1-22, Osmanpura, 
Opp to Andhra Bank Main Branch",Karimnagar ,Telangana,0878 6451199,1
Life Care Voluntary Blood Bank,"D.No.3-1-446, 1st Floor, Opposite Government Hospital, Prashanth Nagar",Karimnagar ,Telangana,,1
Prathima Institute of Medical Sciences Blood Bank,"1st Floor, Hospital Building, Nagnur",Nagnur,Telangana,"0878 2216500, 08782216555, 08782216380/81",1
Apollo Reach Hospitals - Apollo Blood Bank,"H.No.4-72, 3rd Floor, Subhash Nagar, 
Near Railway station
",Subhash Nagar,Telangana,0878 2200000,1
The Government Area Hospital Blood Bank,"Bhadrachalam, Bhadradri Kothagudem",Bhadrachalam,Telangana,,1
The APVVP District Head Quarters Hospital Blood Bank,"1st Floor, Room.No.31, O.P. Block, Wyra Road, Khammam",Khammam,Telangana,08742 224815,1
Rudhira Voluntary Blood Bank,"(A Unit of Rudhira Health Organization), H.No.11-4-25/A, 1st & 2nd Floor, Wyra Road, Khammam",Khammam,Telangana,08742 220666,1
Mamata General Hospital Blood Bank,"D. No: 5-7-200, Giriprasad Nagar Pakabanda Bazar, Khammam",Khammam,Telangana,08742 230864,1
Siva Multi Speciality Hospital Blood Bank,"H.No.11-2-44, Balaji Nagar, Wyra Road, Khammam",Khammam,Telangana,08742 231883,1
The Government Area Hospital Blood Bank,"Kothagudem, Khammam",Kothagudem,Telangana,,1
The Singareni Collieries  Co. Ltd,"Hospital Blood Bank, Main Hospital, Kothagudem, Khammam",Kothagudem,Telangana,,1
Sarala Blood Bank ,"A Unit of Sarala Memorial Charitable Chartitable Trust, D.No. 5-13-7, 2nd Floor, M.G. Road, Kothagudem, Khammam",Kothagudem,Telangana,,1
Singareni Collieries Co. Ltd,"Blood Bank Medical Officer,  Blood Bank, Singareni Collieries Co. Ltd, Manuguru, Dist. Khammam, Mobile no:9491145024",Manuguru,Telangana,,1
Asha Emergency & Chest Hospital Blood Bank,"D. No.: 4-851/1, Opposite Bus Stand, Kalabharathi Road, Sattupally, Khammam
",Sattupally,Telangana,8790276999,1
Singareni Collieries Co. Ltd,"Singareni Collieries Co. Ltd Blood Bank, Yellandu, District Khammam.",Yellandu,Telangana,,1
Indian Red Cross Society ,"Blood Bank, Area Hospital, Gadwal, Mahaboobnagar",Gadwal,Telangana,08546 271757,1
Government District Head Quarters Hospital Blood Bank,"Ground Floor, Mahaboobnagar",Mahaboobnagar,Telangana,,1
Indian Red Cross Society Blood Bank,"Ground & First Floor,D.No.1-6-65/5/A,1-6-65/5/A, Modern High School Chourastha",Mahabubnagar,Telangana,"08542 223225,08542 246225 ",1
IRCS & RCH-II  Blood Bank District Hospital Wanaparthy ,"Blood Bank, District Hospital,Wanaparthy, WANAPARTHY",WANAPARTHY ,Telangana,08545 230133,1
SVS Medical College Hospital Blood Bank,"Blood Bank, Ist Floor, Yenugonda, Mahaboobnagar",Yenugonda,Telangana,9958758150,1
Maheshwara Medical College and Maheshwara Hospital Blood Bank,"1st floor, Maheshwara Hospital Building, Isnapur Cross Road, Chitkul Village, Patancheru Mandal, Medak",Patancheru Mandal,Telangana,,1
Bharat Heavy Electricals Limited Hospital ,"Blood Bank, Ramachandrapuram, Medak",Ramachandrapuram,Telangana,040 23184386,1
The APVVP District Head Quarters Hospital,"Blood Bank, Sangareddy, Medak",Sangareddy,Telangana,,1
M.N.R. Medical College Hospital,"Blood Bank, Fasalwadi, Narsapur Road, Sangareddy, Medak",Sangareddy,Telangana,,1
Indian Red Cross Society,"Blood Bank, Area Hospital Premises, Siddipet,  Medak",Siddipet,Telangana,,1
Government District Head Quarter Hospital Nalgonda,"Blood Bank, District Head Quarters Hospital Premises, 1st Floor, Old Building, Nalgonda",Gollaguda,Telangana,,1
Jyothi Hospital Blood Bank," Blood Bank, Ground Floor, Near Hanuman Temple, Church Road, Miryalaguda, Nalgonda",Miryalaguda,Telangana,,1
Indian Red Cross Society," Blood Bank, D.No. 5-6-300, Red cross Bhavan, Near RTC Bus Stand, Nalgonda",Nalgonda,Telangana,,1
Kamineni Institute of Medical Sciences Hospital ,"Blood Bank, Ground Floor, Sreepuram, Narketpally, Nalgonda",Narketpally,Telangana,,1
Lions Club Blood Bank,"Govt Area Hospital, Main Road , Suryapet - Nalgonda Dist  08684-224699",Suryapet,Telangana,08684 224699,1
"Indian Red Cross Society ,RCH-II","Blood Bank, RCH-II, TVVP Area Hospital, 1st Floor, Suryapet, dist:Suryapet.",Suryapet,Telangana,8684224699,1
Sai Prasad Orthopedic Hospital,"Blood Bank, H.No.1-2-270/45/3, Opposite Vijetha Hotel, Suryapet, Nalgonda",Suryapet,Telangana,08684 223223,1
Indian Red Cross Society,"Blood Bank, Area Hospital, Kamareddy, Nizamabad",Kamareddy,Telangana,08468 221096,1
V.T.Thakur Memorial Rotary,"Blood Bank, H.No.1-4-31/1, Godown Road, Bathukammakunta, Kamareddy, Nizamabad",Kamareddy,Telangana,08468 222222,1
The Government District Headquarters Hospital ,"Blood Bank, 7th  Floor, Khaleelwadi, R.P. Road, Nizamabad",Khaleelwadi,Telangana,08462 251251,1
Indian Red Cross Society,"Blood Bank, M.R.O. Office, Complex, Khaleelwadi, Nizamabad",Khaleelwadi,Telangana,08462 222002,1
Perali Narasaiah Memorial Charitable Trust ,"Blood Bank, H.No.5-7-71, Khaleelwadi, Nizamabad",Khaleelwadi,Telangana,08462 220141,1
S.B.Voluntary Blood Bank," H.No.5-6-812, 3rd Floor, Amrutha Laxmi Hospital, Opposite Rajiv Gandhi Auditorium, Khaleelwadi, Nizamabad",Khaleelwadi,Telangana,08462 646430,1
M.M.Voluntary Blood Bank,"4-194, Ferozguda, Balanagar, Hyderabad",Hyderabad,Telangana,040 23774469,1
BBR Multispeciality Hospital Blood Bank,"H. No.: 7-4-194, Ferozguda, Near Bank of India, Balanagar, Hyderabad",Hyderabad,Telangana,"040 23773333, 040 23778800",1
Janani Voluntary Blood Bank,"D.No.125-28-11/1, GPR Complex, KPHB Colony, Kukatpally, Hyderabad",Hyderabad,Telangana,040 23150496,1
Life Voluntary Blood Bank,"MIG-323,Above Syndicate Bank,Road no-4, Remedy hospital lane,  First Floor, KPHB Colony, Phase-I, Kukatpally, Ranga Reddy. ",Hyderabad,Telangana,"040 23059222, 040 23159222",1
Ozone Institute of Medical Sciences Hospital Blood Bank,"H. No.: 11-13-201/33, Plot No. 23, 25 & 26. Road No. 4, Green Hills Colony, L. B. Nagar, Hyderabad",Hyderabad,Telangana,"040 30108109, 040 64556533",1
Rajyalakshmi Charitable Trust Blood Bank (A Unit of Rajyalakshmi Charitable Trust),"1st Floor, D.No.18-77/78, Street No.3, Kamala Nagar, Chaitanyapuri, Dilsukhnagar, Hyderabad",Hyderabad,Telangana,040 64597760,1
Kamineni Hospitals Private Limited Blood Bank,"Sy.No. 68, L.B.Nagar, Hyderabad",Hyderabad,Telangana,,1
Continental Hospital Blood Bank,"Plot No. 3, Road No. 2, IT & Financial district, Nanakramguda, Hyderabad",Hyderabad,Telangana,"040 67000000, Extn: 1105",1
Asian Blood Bank of Asian Health Foundation,"Plot No.2, 2nd floor, Shanthi Surabhi Complex, Dr.A.S.Rao Nagar X roads,  Hyderabad",Hyderabad,Telangana,,1
ADRM Hospital and Blood Bank,"4th Floor, D.No. 9-2, Plot No. 3, Ramanthapur, Hyderabad",Hyderabad,Telangana,040 27035588,1
Narayana Hrudayalaya Mallareddy Hospital Blood Bank," # 1-1-216, Suraram &#39;X&#39; Road, Qutbullapur Mandal, Jeedimetla, Hyderabad",Hyderabad,Telangana,"040 23783106, 040  23783000 Extn: 3106",1
Ram Hospital Blood Bank,"2nd Floor,Ram Hospital, D.No.57/A, Shapur Nagar, IDA., Jeedimetla, Hyderabad",Hyderabad,Telangana,040 23095757.9703730554,1
Malla Reddy Medical College and Malla Reddy General Hospital Blood Bank,"Survey No.138, Suraram Main Roads, Quthbullapur Mandal",Quthbullapur ,Telangana,040 23783000 Extn: 3106,1
Shadan Institute of Medical Sciences Teaching Hospital & Research Centre Blood Bank,"Peerancheru, Himayath Sagar Road, Rajendra Nagar Mandal",Rajendra Nagar Mandal,Telangana,040-20021037,1
Aware Global Hospital Blood Bank,"Ground Floor(North Block), Room No. 702 to 710, D.No.08-16-01, Sowbhagya Nagar, Sagar Road, Saroor Nagar",Ranga Reddy,Telangana,040 24111111 Extn: 787,1
Medicity Institute of Medical Sciences Blood Bank,"Hospital Building, Ground Floor, Ghanapur(V), Medchal Mandal",Ranga Reddy,Telangana,08418 256256 Extn: 238,1
Usha Mullapudi Cardiac Centre,"Gajularamaramb (v), Quthbullapur Municipality",Ranga Reddy,Telangana,040 23090609 Ext: 221 & 224,1
Bhaskar Medical College and General Hospital Blood Bank,"Sy. No.220, 221/2 & 228, Yenkapally Village, Moinabad Mandal",Ranga Reddy,Telangana,08413 235446 Extn: 214,1
Dr. V. R. K. Womens college and general Hospital Blood Bank,"Sy.No.176/38, Aziznagar(v), Moinabad Mandal",Ranga Reddy,Telangana,08413 235074,1
SLMS Hospital Blood Bank,"Nagole &#39;x&#39; Roads, Ranga Reddy",Ranga Reddy,Telangana,040 64579998,1
Ayaan Institute of Medical Sciences (AIMS),"Teaching Hospital & Research Centre, Kanakammadi Village, Moinabad Mandal",Ranga Reddy,Telangana,,1
Citizens Hospital Blood Bank,"D.No.1-100/1/CCH, Nallagandla Village, Serilingampally Mandal",Serilingampally,Telangana,"040 67191919, 040-67192580 Extn: 2581/2582, ",1
Indian Red Cross Society Blood Bank,"Govt. Community Health Centre, Vikarabad, Ranga Reddy",Vikarabad,Telangana,08416 252227,1
"Indian Red Cross Society, Blood Bank","Opp: Dist. Collectorate, Subedari,Hanamkonda.",Hanumakonda,Telangana,0870 2456765,1
Indian Red Cross Society Blood Bank RCH-II ( Jangaon),"Sub Divisional Branch, 1st Floor, Area Hospital Premises, Janagaon, Warangal",Janagoan,Telangana,,1
Government Mahatma Gandhi Memorial Hospital Blood Bank,"MGM  Hospital Blood Bank, 1st Floor, O.P.Block, MGM. Hospital, Warangal",Warangal,Telangana,,1
Warangal Institute of Medical Sciences Blood Bank,"D.No 7/45/7, Thimmapur, Hunter Road, Warangal",Warangal,Telangana,,1
Saint Anns Hospital Blood Bank,"FATHIMANAGAR NIT (POST) WARANGAL DT. TELANGANA STATE 
",Warangal,Telangana,,1
Singareni Collieries Company Limited Area Hospital Blood Bank,"Bhupalpalli, Warangal ",Warangal ,Telangana,08713 248104,1
Mother Voluntary Blood Bank,"MAS (Multipurpose Amicable Social Services Society), D.No.11-26-231, 1st Floor, Opp: MGM Hospital, Warangal",Warangal,Telangana,,1
Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society),"Telengana Bhavan, Opposite Alankar Main Road, Hanumakonda, Warangal",Warangal,Telangana,0870-2448243,1
Bimal Singha Memorial Hospital Blood Bank,"Bimal Singha Memorial Hospital Kamalpur,  DhalaiTripura
",Kamalpur,Tripura,03826 262232,1
District Hospital Gomati Blood Bank,"District Hospital,Near Tepania Eco Park, Udaipur Gomati, ",Udaipur,Tripura,,1
District Hospital  Blood Bank Dharmanagar,"District Hospital North Tripura, Hospital Road",Dharmanagar,Tripura,0382 2231621,1
